,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,dateTimestamps,floatTimestamps,timestamps,episode,actions,rewards,discounted_rewards,chosen_actions,optimal_actions,states,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-16 20:40:14.938782976,TASK_BEGIN,6,0.1688490513550582,-0.2043979484167392,0.1766432841104844,0.3406076193374879,0.1920596605142047,-0.0897015171069723,0.1246216177080917,-0.2165262262721496,0,2024-09-16 20:38:28.278430908,1726519108.2784312,2024-09-16 20:38:28.278431232,0,0.0,0.1,0.1,[1. 0.],[0.39553769 0.60446231],"[ 0.98611111  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8168868079201113,0,0
2,2,2024-09-16 20:40:15.005771008,TASK_BEGIN,6,0.2938363336209969,-0.2312451084377431,0.1023157708954821,0.3048282057785945,0.1041105181303696,-0.033478558084064,0.1837051254592563,-0.3450045038257291,0,2024-09-16 20:38:28.278430908,1726519108.2784312,2024-09-16 20:38:28.278431232,0,0.0,0.1,0.1,[1. 0.],[0.39553769 0.60446231],"[ 0.98611111  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8168868079201113,0,0
3,3,2024-09-16 20:40:15.078760960,TASK_BEGIN,6,0.4101057748937647,-0.2569541015251378,0.0152957781645715,0.2736398157937106,0.0221668003802,0.0191321122419432,0.2439111987723357,-0.469642235660321,0,2024-09-16 20:38:28.278430908,1726519108.2784312,2024-09-16 20:38:28.278431232,0,0.0,0.1,0.1,[1. 0.],[0.39553769 0.60446231],"[ 0.98611111  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8168868079201113,0,0
4,4,2024-09-16 20:40:15.140766208,TASK_BEGIN,6,0.513902663148732,-0.2811221550956754,-0.0870627486251033,0.2483587160052349,-0.0512880784627579,0.0666588992024417,0.3041078579969557,-0.5881639668310504,0,2024-09-16 20:38:28.278430908,1726519108.2784312,2024-09-16 20:38:28.278431232,0,0.0,0.1,0.1,[1. 0.],[0.39553769 0.60446231],"[ 0.98611111  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8168868079201113,0,0
5,5,2024-09-16 20:40:16.092377856,TASK_BEGIN,6,0.6023064313931669,-0.303410763940772,-0.2065565091255837,0.2298339477691533,-0.1144022514118245,0.1079898821890502,0.3609468418858576,-0.6982777378788192,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
6,6,2024-09-16 20:40:16.161097984,TASK_BEGIN,6,0.6733861675486187,-0.3235707268226789,-0.343642223443391,0.2184055412108731,-0.165948788369511,0.1424219813077224,0.4090866471379303,-0.7977105995339623,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
7,7,2024-09-16 20:40:16.215528960,TASK_BEGIN,6,0.7262450291507836,-0.3414559284550748,-0.4969936135306912,0.2139246301862798,-0.2052567662728243,0.1696604825049959,0.4419728224986896,-0.8843374778287391,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
8,8,2024-09-16 20:40:16.296529152,TASK_BEGIN,6,0.7609678473998827,-0.3570206816102565,-0.6633143737603634,0.2158366920414651,-0.232139470863826,0.1897756126944031,0.4529519325165091,-0.9563852215934238,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
9,9,2024-09-16 20:40:16.364272896,TASK_BEGIN,6,0.7785166489833409,-0.3703081089401024,-0.8374937478319837,0.223305228988019,-0.2468486049515335,0.2031342748288414,0.4364367037016022,-1.0126424339129554,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
10,10,2024-09-16 20:40:16.431442944,TASK_BEGIN,6,0.7806030916853258,-0.3814390224228027,-1.0131365734421982,0.2353674823386303,-0.2500438078383667,0.2103256329288772,0.3889082815280311,-1.052626308558044,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
11,11,2024-09-16 20:40:16.493441792,TASK_BEGIN,6,0.7695280199601275,-0.3906047547617672,-1.18335539842012,0.2511008414678667,-0.2427439083326685,0.2120911093265775,0.3096243982341995,-1.0766985798276385,0,2024-09-16 20:38:29.503623047,1726519109.5036232,2024-09-16 20:38:29.503623168,0,0.0,0.1,2.299568541948448,[1. 0.],[0.32194404 0.67805596],"[ 0.63888889  0.29296875  0.48828125  1.          0.          1.
  1.          0.          1.          0.65039062  1.         -0.36666667]",0.8823335191832063,0,0
